Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Time Spent per Day,Material Name,Material Level,IQ of Student
Maanas Mital,8,Female,India,Haryana,Gwalior,Dentist,High,Elementary,Beginner,Intro to Science,77.80144870676641,3.307769058559769,Material_16,Basic,113.32473177229059
Ikbal Patel,18,Male,India,Karnataka,Gandhidham,"Exhibitions officer, museum/gallery",High,High,Advanced,Physics,86.95606171100765,4.033226065607668,Material_40,Hard,97.81180731276781
Jairaj Bir,11,Female,India,Himachal Pradesh,Korba,Freight forwarder,Low,Middle,Intermediate,Algebra,86.78364662162686,4.188162968575247,Material_34,Medium,100.73922116779531
Ucchal Seshadri,14,Male,India,Uttarakhand,Davanagere,Technical sales engineer,Low,Middle,Intermediate,Earth Science,90.27283329481945,1.8691211606929174,Material_39,Medium,131.139368612808
Panini Garde,7,Male,India,Mizoram,Shivpuri,Electrical engineer,Medium,Elementary,Beginner,Intro to Science,93.6013312381319,1.435427874125519,Material_37,Basic,118.3974829989787
Onveer Ratti,7,Female,India,Meghalaya,Raichur,Bonds trader,Low,Elementary,Beginner,Math Basics,81.71960709688885,2.8428748875580188,Material_1,Basic,118.07342905057354
Rayaan Kulkarni,16,Male,India,Assam,Bhind,Acupuncturist,Medium,High,Advanced,Advanced Writing,63.889154595727625,1.0204240627068775,Material_42,Hard,82.69776414125002
Darsh Kashyap,17,Male,India,Rajasthan,Gurgaon,Financial controller,High,High,Advanced,Advanced Writing,75.45382566848662,0.9723883669574325,Material_24,Hard,76.15748508104662
Samar Gole,17,Male,India,Rajasthan,Rewa,Academic librarian,Low,High,Advanced,Advanced Writing,69.1163755164776,4.123703426323527,Material_48,Hard,83.07003639729183
Victor Muni,12,Male,India,Nagaland,Ghaziabad,Musician,Low,Middle,Intermediate,Algebra,85.09518732337904,2.0282400890987624,Material_34,Medium,95.17907383140884
Balendra Bhagat,14,Female,India,Meghalaya,Jalandhar,Arts administrator,High,Middle,Intermediate,English Literature,77.03389833243381,3.2902535010400404,Material_45,Medium,104.9562324323411
Wishi Lata,9,Male,India,Jharkhand,Medininagar,"Production assistant, radio",Medium,Elementary,Beginner,Reading Comprehension,73.02033362364796,4.50395371722236,Material_50,Basic,87.15028131097063
Mahika Kapoor,14,Male,India,Haryana,Dehri,Building services engineer,Low,Middle,Intermediate,English Literature,131.48754634959096,3.8537717142307857,Material_44,Medium,101.47083253941689
Jai Sandal,5,Female,India,Maharashtra,Aurangabad,Occupational psychologist,Low,Elementary,Beginner,Intro to Science,86.71145430481168,1.1318150548650066,Material_25,Basic,97.53960263090133
Pooja Gopal,6,Female,India,Bihar,Gaya,Adult nurse,Medium,Elementary,Beginner,Reading Comprehension,69.4836346146439,1.8687047381250586,Material_44,Basic,118.12565674530872
Caleb Grewal,15,Male,India,Nagaland,Berhampur,Newspaper journalist,High,High,Advanced,Physics,63.41045635922757,2.2549701345245308,Material_36,Hard,108.49603316644264
Hredhaan Sane,12,Female,India,Kerala,Munger,Herbalist,High,Middle,Intermediate,English Literature,100.0,1.2073947404466923,Material_10,Medium,122.73492401457108
Madhavi De,6,Female,India,Nagaland,Akola,"Engineer, petroleum",Low,Elementary,Beginner,Reading Comprehension,64.6517000041903,1.3173111633855141,Material_20,Basic,112.2246606668244
Quincy Babu,17,Male,India,Nagaland,Chittoor,Theatre director,Medium,High,Advanced,Physics,94.44040862947273,3.380272329958908,Material_46,Hard,102.44020098326244
Ucchal Rajan,8,Male,India,Bihar,Anantapuram,Writer,Medium,Elementary,Beginner,Math Basics,65.23977812777099,0.9074963175480979,Material_24,Basic,97.86752431302239
Ekaraj Cherian,15,Male,India,Tamil Nadu,Amroha,Newspaper journalist,Low,High,Advanced,Calculus,56.50530171428082,4.210031584489666,Material_39,Hard,103.32678288635864
Theodore Pall,18,Male,India,Gujarat,Chinsurah,Psychiatrist,Low,High,Advanced,Physics,68.65086790138076,4.921374243376389,Material_24,Hard,111.82946745858395
Qarin Mangat,10,Female,India,Goa,Karawal Nagar,Human resources officer,High,Elementary,Beginner,Intro to Science,63.59774630523538,4.576634613392177,Material_40,Basic,95.70060047153133
Mitesh Nagarajan,6,Female,India,Uttar Pradesh,Satara,Accommodation manager,Medium,Elementary,Beginner,Reading Comprehension,100.0,1.583247877379921,Material_30,Basic,88.67404173465545
Rachita Gokhale,8,Female,India,Karnataka,Pimpri-Chinchwad,Contracting civil engineer,Low,Elementary,Beginner,Reading Comprehension,71.84410327722127,4.833270964445017,Material_8,Basic,97.8825807129373
Divya Kapoor,16,Female,India,Haryana,Howrah,Early years teacher,Low,High,Advanced,Advanced Writing,66.56051069850564,2.9066324642925774,Material_24,Hard,104.82746930614941
Mason Manne,16,Male,India,Karnataka,Morbi,Chartered public finance accountant,Low,High,Advanced,Physics,68.46880886484418,1.080199827199119,Material_15,Hard,87.15120157453566
Adya Bal,5,Female,India,Chhattisgarh,Korba,Research scientist (life sciences),Low,Elementary,Beginner,Intro to Science,74.84546885793085,1.2984423167437122,Material_24,Basic,99.0490703056012
Brinda Contractor,7,Female,India,Meghalaya,Mirzapur,Research scientist (life sciences),Low,Elementary,Beginner,Intro to Science,58.2267298773615,0.7297661276145346,Material_37,Basic,102.97037948122478
Farhan Master,6,Male,India,Punjab,Sangli-Miraj & Kupwad,"Therapist, art",High,Elementary,Beginner,Intro to Science,70.36358685404132,1.8190552246422755,Material_38,Basic,109.48968274608168
Fitan Misra,16,Male,India,Uttar Pradesh,Gudivada,"Teacher, primary school",Medium,High,Advanced,Advanced Writing,61.44418506478937,3.8833785420624616,Material_26,Hard,101.66324741555783
Utkarsh Borra,6,Male,India,Madhya Pradesh,Ratlam,Furniture designer,Low,Elementary,Beginner,Math Basics,94.72873364697897,0.5964359748327144,Material_7,Basic,75.0632726849685
Ijaya Sridhar,18,Male,India,Madhya Pradesh,Suryapet,Medical laboratory scientific officer,Low,High,Advanced,Advanced Writing,58.31844446261819,1.2333031173039588,Material_38,Hard,117.19151052936692
Pahal Gaba,9,Male,India,West Bengal,Tumkur,Tourism officer,High,Elementary,Beginner,Math Basics,76.98249647588828,2.385015900540495,Material_22,Basic,101.74207544417301
Yasti Kashyap,10,Male,India,Tamil Nadu,Madanapalle,Musician,Low,Elementary,Beginner,Math Basics,68.35852009320449,0.9180715496206513,Material_7,Basic,113.04925829735106
Tamanna Guha,9,Female,India,Goa,Kumbakonam,Environmental manager,High,Elementary,Beginner,Math Basics,76.52847661871579,4.025022009053958,Material_17,Basic,94.8274161067966
George Savant,15,Female,India,Telangana,Etawah,Lobbyist,Medium,High,Advanced,Calculus,78.07731775134023,2.4688439296909577,Material_14,Hard,121.5363973082654
Zinal Rana,14,Female,India,Madhya Pradesh,Pondicherry,Dance movement psychotherapist,Medium,Middle,Intermediate,Earth Science,78.34157619904383,3.157517191003052,Material_35,Medium,113.10451842329331
Chasmum Nigam,13,Male,India,Nagaland,Gopalpur,"Teacher, adult education",High,Middle,Intermediate,Algebra,76.41481477386442,3.8414518780943885,Material_23,Medium,108.03061020280674
Vidhi Bhatia,5,Male,India,Jharkhand,Muzaffarnagar,Forensic psychologist,Medium,Elementary,Beginner,Intro to Science,47.97541466101337,3.580612864047282,Material_13,Basic,103.90853405467485
Oeshi Parmer,7,Female,India,Arunachal Pradesh,Jamnagar,Music therapist,High,Elementary,Beginner,Math Basics,68.18887806048694,1.5630866189449666,Material_15,Basic,97.25474936727979
Arin Pant,8,Female,India,Bihar,Katni,Learning mentor,Low,Elementary,Beginner,Reading Comprehension,85.86021990852318,0.8037237077407777,Material_39,Basic,112.53111307132188
Banjeet Hans,15,Male,India,Madhya Pradesh,Tirunelveli,"Surveyor, commercial/residential",High,High,Advanced,Physics,82.9962928926687,1.7281190075935766,Material_25,Hard,105.05467953073551
Noah Iyengar,6,Female,India,Andhra Pradesh,Pune,Public relations account executive,Low,Elementary,Beginner,Intro to Science,70.72826047157204,3.1434844043012156,Material_15,Basic,125.33668406521055
Gaurav Murty,8,Male,India,Arunachal Pradesh,Sonipat,Company secretary,Medium,Elementary,Beginner,Reading Comprehension,29.45343472163448,2.2865115299304803,Material_41,Basic,116.62704975982066
Pallavi Andra,5,Female,India,Jharkhand,Purnia,"Conservation officer, historic buildings",Medium,Elementary,Beginner,Reading Comprehension,51.24612873738113,0.7257558497968795,Material_3,Basic,106.14855465840539
Kai Gade,9,Male,India,Himachal Pradesh,Tiruvottiyur,Broadcast presenter,High,Elementary,Beginner,Reading Comprehension,55.648535061919546,3.5499153764847313,Material_7,Basic,119.34771347046637
Vrinda Khare,16,Female,India,Odisha,Patiala,Sports development officer,Low,High,Advanced,Physics,71.39699563714035,1.2151452501318105,Material_22,Hard,72.91431194531071
Ira Panchal,8,Female,India,Odisha,Bhilai,Optometrist,Low,Elementary,Beginner,Math Basics,82.05169446009589,2.6300974682864804,Material_11,Basic,97.26694778779505
Damyanti Brahmbhatt,14,Male,India,Kerala,Bhalswa Jahangir Pur,Financial manager,Medium,Middle,Intermediate,Algebra,54.414861326024806,1.5920173101554376,Material_38,Medium,94.09114697508656
Janani Varty,6,Male,India,Haryana,Surat,Speech and language therapist,High,Elementary,Beginner,Math Basics,85.92439766453639,2.9413840069700674,Material_12,Basic,141.59462307105508
Devika Kade,18,Female,India,Kerala,Tiruvottiyur,Financial trader,Low,High,Advanced,Physics,93.66888175698759,1.6727594944201927,Material_46,Hard,87.42652093204755
Libni Mallick,15,Female,India,Punjab,Aurangabad,Air traffic controller,Medium,High,Advanced,Advanced Writing,52.75809177348865,0.9478832350424294,Material_19,Hard,102.77771046099245
Ekapad Taneja,7,Male,India,Kerala,Guna,Retail manager,Low,Elementary,Beginner,Math Basics,59.05379124206748,2.7926217036755423,Material_17,Basic,96.77539766046388
Bhavna Virk,12,Male,India,Odisha,Bardhaman,Museum/gallery exhibitions officer,High,Middle,Intermediate,English Literature,62.67059025079163,4.176716800377457,Material_1,Medium,98.6363454052259
Ranbir Dani,7,Male,India,Chhattisgarh,Yamunanagar,Fashion designer,High,Elementary,Beginner,Math Basics,73.94229310938067,1.1778188049289269,Material_20,Basic,95.40948471980309
Kavya Choudhary,17,Male,India,Tripura,Vijayanagaram,Economist,High,High,Advanced,Physics,80.31887195942909,4.3858540265317565,Material_16,Hard,101.74140294571072
Hema Nagi,11,Female,India,Chhattisgarh,Machilipatnam,"Engineer, structural",Medium,Middle,Intermediate,English Literature,77.31769133502968,0.6500076490145457,Material_6,Medium,102.82883211317407
Omaja Sur,15,Female,India,Bihar,Bellary,Artist,Medium,High,Advanced,Physics,48.14811417615927,1.8898695956344986,Material_3,Hard,102.48684881862835
Girik Bahri,13,Female,India,Meghalaya,South Dumdum,Equities trader,Medium,Middle,Intermediate,Earth Science,69.8472416896381,2.5668627819379717,Material_50,Medium,96.71622238408341
Ayushman Dayal,15,Female,India,Tamil Nadu,Kochi,"Journalist, newspaper",Low,High,Advanced,Calculus,100.0,1.6502908796209854,Material_40,Hard,164.46849601868726
Nitesh Dhaliwal,17,Female,India,Sikkim,Barasat,Claims inspector/assessor,Low,High,Advanced,Calculus,62.55751461989303,4.199871464801916,Material_33,Hard,90.91413576585651
Amrita Chhabra,12,Female,India,Arunachal Pradesh,Muzaffarnagar,"Engineer, civil (consulting)",Medium,Middle,Intermediate,English Literature,87.92340744570785,4.795778264849452,Material_9,Medium,86.64809122382117
Imaran Taneja,13,Male,India,Kerala,Chapra,Public librarian,Medium,Middle,Intermediate,English Literature,90.70243653103417,4.415838196378942,Material_8,Medium,125.4452140659318
Bishakha Lad,5,Male,India,Uttarakhand,Narasaraopet,Landscape architect,Low,Elementary,Beginner,Math Basics,45.95240790659521,1.0108804393504025,Material_49,Basic,68.80410347923132
Anvi Barman,6,Female,India,Arunachal Pradesh,Bongaigaon,Sub,Medium,Elementary,Beginner,Math Basics,62.34330792962387,1.2667980725561594,Material_8,Basic,89.434245403239
Rushil Bhat,11,Male,India,Telangana,Hyderabad,Building surveyor,Low,Middle,Intermediate,Algebra,26.82367893809242,3.8678070517514507,Material_26,Medium,78.07455808486733
Harita Gade,13,Female,India,Gujarat,Bhilai,"Teacher, music",Low,Middle,Intermediate,Earth Science,76.929581015072,4.095823011276719,Material_12,Medium,108.01473838766825
Jasmit Deep,9,Female,India,Himachal Pradesh,Baranagar,Publishing rights manager,Low,Elementary,Beginner,Reading Comprehension,78.51917638519916,1.035778131595095,Material_45,Basic,110.18620943554012
Harini Kohli,13,Male,India,West Bengal,Berhampur,"Psychotherapist, dance movement",Low,Middle,Intermediate,Algebra,80.38489805545105,1.3748752601023346,Material_45,Medium,101.90853361293873
Gaurika Mitter,10,Male,India,Sikkim,Satara,Patent examiner,Low,Elementary,Beginner,Reading Comprehension,70.17026392063944,3.8432491658858767,Material_19,Basic,111.86367027488033
Tripti Vaidya,10,Male,India,Assam,Saharanpur,Colour technologist,Medium,Elementary,Beginner,Intro to Science,64.63778818737192,3.5109274852708054,Material_33,Basic,65.04644782861746
Idika Dixit,15,Female,India,Bihar,Anantapur,Volunteer coordinator,Medium,High,Advanced,Advanced Writing,71.57348029114515,4.0643073169645225,Material_40,Hard,96.90657956018583
Janani Aurora,15,Male,India,Jharkhand,Raiganj,Outdoor activities/education manager,Low,High,Advanced,Advanced Writing,75.64283365682833,1.3525533278994768,Material_20,Hard,106.5459293165851
Pushti Puri,17,Female,India,Odisha,Gangtok,"Engineer, materials",High,High,Advanced,Calculus,97.43227579639013,3.401774199745509,Material_3,Hard,93.64043354338177
Ekansh Bali,11,Female,India,Goa,Kurnool,Paramedic,Low,Middle,Intermediate,Algebra,36.97983604528148,3.369471590250256,Material_30,Medium,85.95676100912425
Hritik Sodhi,7,Male,India,Himachal Pradesh,Bathinda,Electronics engineer,Medium,Elementary,Beginner,Intro to Science,72.54943433196954,1.2918530142138986,Material_29,Basic,90.05318624571471
Widisha Kapur,8,Female,India,Assam,Bathinda,Chiropractor,High,Elementary,Beginner,Math Basics,36.97133163809891,1.5168423708967533,Material_23,Basic,84.27200419398146
Gabriel Pant,7,Male,India,Nagaland,Gopalpur,Seismic interpreter,Medium,Elementary,Beginner,Math Basics,74.18382313550941,1.0130638224635065,Material_17,Basic,94.07175570645633
Brinda Sami,11,Female,India,Kerala,Surat,"Psychologist, educational",Low,Middle,Intermediate,Earth Science,61.59948532116595,3.1593764526172174,Material_46,Medium,86.03062394101927
Suhani Kaul,10,Male,India,Kerala,Hazaribagh,"Surveyor, planning and development",Medium,Elementary,Beginner,Math Basics,63.54358913074748,4.014618845676315,Material_9,Basic,95.2357248122153
Zaid Solanki,14,Male,India,Tamil Nadu,Bidar,Fish farm manager,Medium,Middle,Intermediate,Algebra,88.72325882384696,3.76290726648786,Material_41,Medium,79.57040580909431
Libni Rajagopal,14,Male,India,Haryana,Allahabad,"Designer, blown glass/stained glass",Low,Middle,Intermediate,Earth Science,64.75262989067616,3.9354740072894767,Material_19,Medium,79.48826121601964
Yadavi Korpal,5,Female,India,Odisha,Sonipat,Personal assistant,Low,Elementary,Beginner,Math Basics,132.69273085424717,3.7255777948613327,Material_24,Basic,106.07769926104255
Varenya Acharya,5,Male,India,West Bengal,Amravati,Data processing manager,High,Elementary,Beginner,Intro to Science,74.82836621355914,4.901685543336521,Material_13,Basic,102.46168296285897
Samarth Gara,17,Male,India,Meghalaya,Bangalore,IT consultant,High,High,Advanced,Advanced Writing,74.0406535090497,1.3744714138817706,Material_48,Hard,101.86029644004475
Yashoda Mitra,16,Female,India,Mizoram,Bhubaneswar,Farm manager,Low,High,Advanced,Advanced Writing,78.84973279223503,3.238302004352966,Material_30,Hard,72.58363432311953
Balvan Vyas,6,Female,India,Tamil Nadu,Visakhapatnam,Hydrogeologist,Medium,Elementary,Beginner,Math Basics,83.55263747943802,4.069960095912892,Material_23,Basic,97.67275228562714
Yasti Kohli,6,Male,India,Sikkim,Delhi,"Teacher, primary school",Low,Elementary,Beginner,Reading Comprehension,61.08248325745397,3.287431815844602,Material_36,Basic,95.23674078797711
Tamanna Wali,17,Female,India,Madhya Pradesh,Gwalior,Senior tax professional/tax inspector,High,High,Advanced,Physics,79.90301652131588,3.83855503883312,Material_13,Hard,92.83837554783052
Nicholas Prabhakar,7,Male,India,Rajasthan,Ranchi,Oncologist,High,Elementary,Beginner,Math Basics,86.24938239484337,1.354792596870097,Material_28,Basic,116.04658230148392
Liam Dixit,14,Male,India,Maharashtra,Bhusawal,"Psychologist, prison and probation services",Low,Middle,Intermediate,Algebra,58.490860568896636,3.5481913282503514,Material_7,Medium,89.62701660617043
Lopa Pant,8,Male,India,Haryana,Khammam,"Scientist, product/process development",Medium,Elementary,Beginner,Reading Comprehension,61.62961519125948,2.501822006661274,Material_49,Basic,103.81501383187741
Anika Ramanathan,10,Male,India,Haryana,Vijayawada,Tax adviser,Low,Elementary,Beginner,Reading Comprehension,59.00463458499971,3.0683269709395335,Material_8,Basic,119.46202674401815
Upasna Din,15,Female,India,Manipur,Nizamabad,Medical illustrator,High,High,Advanced,Physics,70.10273789286624,1.7987288706622178,Material_44,Hard,114.53912898725434
Saumya Dutta,10,Female,India,Maharashtra,Guntur,Cabin crew,Low,Elementary,Beginner,Intro to Science,73.8736270102916,1.4842333122014533,Material_2,Basic,73.14053637015866
Jagrati Nagi,18,Female,India,Assam,Mumbai,"Engineer, technical sales",Medium,High,Advanced,Calculus,53.968659472354375,1.256651936072791,Material_21,Hard,119.86505104024386
Umang Barad,16,Male,India,Chhattisgarh,Malegaon,Magazine features editor,High,High,Advanced,Advanced Writing,84.6604777120779,4.962998114997239,Material_49,Hard,76.79603293726328
Charita Ramanathan,10,Male,India,Karnataka,Baranagar,"Designer, blown glass/stained glass",Low,Elementary,Beginner,Math Basics,100.0,0.8939975825333479,Material_30,Basic,100.91883918828628
Maanav Andra,12,Female,India,Punjab,Tirupati,Press sub,Low,Middle,Intermediate,Earth Science,69.35332990919595,2.899403913980512,Material_49,Medium,114.58873006048724
Wyatt Balasubramanian,13,Male,India,Haryana,Jalna,Advertising art director,Low,Middle,Intermediate,Algebra,74.86932232657091,2.302838820479895,Material_28,Medium,109.70304718320448
Chakrika Jhaveri,13,Female,India,Himachal Pradesh,Kirari Suleman Nagar,Arts development officer,Low,Middle,Intermediate,Earth Science,131.0743173655157,3.111562826817424,Material_43,Medium,162.35270501826903
Chakradhar Sabharwal,14,Female,India,Telangana,Singrauli,Facilities manager,Low,Middle,Intermediate,Algebra,69.74190147199465,1.7531532215106496,Material_23,Medium,118.60785776975757
Meghana Roy,7,Female,India,Maharashtra,Ghaziabad,"Engineer, electrical",High,Elementary,Beginner,Math Basics,67.46696680755988,2.6387809519433074,Material_11,Basic,86.91318067267039
Yuvraj Kala,6,Female,India,Manipur,Kolkata,"Pharmacist, hospital",High,Elementary,Beginner,Reading Comprehension,89.50621875881886,4.350779866539657,Material_2,Basic,108.33135700114671
Girindra Chakraborty,7,Male,India,Sikkim,Ballia,IT trainer,High,Elementary,Beginner,Reading Comprehension,74.08256869279064,4.955388151554612,Material_24,Basic,80.10640759304412
Dalaja Biswas,14,Male,India,Himachal Pradesh,Chittoor,Computer games developer,Low,Middle,Intermediate,Algebra,22.628952141389085,4.9232781714184455,Material_4,Medium,92.93905360332705
Januja Sachdev,7,Male,India,Bihar,Thiruvananthapuram,Counsellor,Low,Elementary,Beginner,Reading Comprehension,65.78105643231262,1.8286962253648291,Material_4,Basic,109.28257339085846
Benjamin Bajaj,16,Male,India,Rajasthan,Madhyamgram,Biomedical scientist,High,High,Advanced,Physics,75.33072618894242,1.8830229956737412,Material_11,Hard,116.29100617230561
Balendra Dayal,10,Female,India,Karnataka,Sri Ganganagar,Electrical engineer,Medium,Elementary,Beginner,Intro to Science,62.84011166557559,2.9185991329961096,Material_50,Basic,59.70400820534014
Odika Biswas,10,Female,India,Meghalaya,Panvel,Health visitor,Medium,Elementary,Beginner,Intro to Science,47.045548332689144,4.289585149509885,Material_1,Basic,109.9917632726293
Ishanvi Sachar,17,Male,India,Meghalaya,Dhanbad,Dramatherapist,High,High,Advanced,Advanced Writing,54.709309947920154,4.839669500921353,Material_27,Hard,91.27386598031124
Gaurika Nagarajan,8,Male,India,Arunachal Pradesh,Ludhiana,"Engineer, chemical",High,Elementary,Beginner,Reading Comprehension,47.940292928290795,2.1314284186294663,Material_22,Basic,91.71194845785132
Yamini Rau,13,Male,India,Assam,Shivpuri,"Editor, commissioning",Low,Middle,Intermediate,English Literature,55.22329408684979,2.5475404465128877,Material_43,Medium,107.77388370491025
Baghyawati Sane,18,Female,India,Kerala,Tezpur,Forensic psychologist,Medium,High,Advanced,Physics,61.291289677827905,0.6410813632027073,Material_27,Hard,96.98300853830554
Abhiram Deshpande,17,Male,India,Haryana,Gangtok,Orthoptist,Medium,High,Advanced,Physics,75.29826657640079,4.57060885836816,Material_35,Hard,69.092759041812
Sneha Dayal,11,Female,India,Karnataka,Aurangabad,Applications developer,Medium,Middle,Intermediate,English Literature,68.86089809388889,4.3214427678419955,Material_34,Medium,106.30851707778692
Samesh Narasimhan,13,Male,India,Haryana,Bulandshahr,Electrical engineer,Medium,Middle,Intermediate,Earth Science,75.67157751495107,3.774751196409931,Material_24,Medium,103.62900566699706
Chandresh Hegde,11,Female,India,Sikkim,Amaravati,Make,Low,Middle,Intermediate,English Literature,82.405178524494,4.96231161648292,Material_21,Medium,119.94638669108096
Diya Chana,14,Male,India,Maharashtra,Sri Ganganagar,Public relations officer,High,Middle,Intermediate,Earth Science,84.96238255743336,0.9209971330940446,Material_22,Medium,101.37666818516243
Abdul Tella,8,Female,India,Tripura,Yamunanagar,"Nurse, mental health",High,Elementary,Beginner,Intro to Science,50.92059241452203,2.5429687071986686,Material_46,Basic,94.04203824271305
Pooja Sinha,5,Male,India,Karnataka,Patna,Animal nutritionist,Low,Elementary,Beginner,Reading Comprehension,94.02195838203946,1.7980460418622746,Material_26,Basic,118.16503744488212
Kashish Baral,9,Female,India,Manipur,Panipat,Trade union research officer,High,Elementary,Beginner,Intro to Science,63.51744755485924,2.121275595899061,Material_48,Basic,96.94236309261883
Janani Vala,16,Male,India,Gujarat,Shivpuri,Primary school teacher,Medium,High,Advanced,Advanced Writing,53.33666201924633,4.365235853084014,Material_9,Hard,78.34336609156436
Bimala Kota,5,Male,India,Sikkim,Thanjavur,Armed forces technical officer,Medium,Elementary,Beginner,Math Basics,52.630803449742785,-2.4780747101227214,Material_45,Basic,100.98113311910618
Omya Kaul,17,Male,India,Madhya Pradesh,Deoghar,"Optician, dispensing",High,High,Advanced,Calculus,52.13297815558842,0.9633154684630261,Material_46,Hard,105.41614698189014
Baghyawati Karpe,11,Male,India,Gujarat,Indore,"Geologist, engineering",Low,Middle,Intermediate,Algebra,74.37162635145594,1.0792916115713709,Material_23,Medium,101.71577343821899
Orinder Mangal,18,Female,India,Punjab,Kota,Counsellor,Medium,High,Advanced,Advanced Writing,79.98338894254198,1.148488710019806,Material_36,Hard,77.28689046057714
Vanya Datta,16,Male,India,Goa,Kottayam,Public relations officer,Medium,High,Advanced,Physics,100.0,3.093829968005307,Material_37,Hard,117.96400903222289
Raksha Jain,15,Female,India,Punjab,Gulbarga,General practice doctor,High,High,Advanced,Calculus,47.44724347314502,1.161589371188366,Material_49,Hard,76.29051475762266
Liam Sem,18,Female,India,Gujarat,Nanded,"Designer, blown glass/stained glass",High,High,Advanced,Calculus,59.14457463684892,3.5891956606087305,Material_14,Hard,120.24307409692943
Gautam Narula,5,Female,India,Manipur,Uluberia,Ergonomist,High,Elementary,Beginner,Math Basics,100.0,2.730856543057635,Material_36,Basic,105.11836846962042
Yashoda Chowdhury,10,Male,India,Punjab,Loni,"Psychologist, forensic",Medium,Elementary,Beginner,Intro to Science,55.28148433142737,1.7017342188397002,Material_23,Basic,93.83542322353925
Henry Mahal,5,Female,India,Mizoram,Amritsar,Further education lecturer,Low,Elementary,Beginner,Math Basics,69.845844213619,3.851619580342761,Material_35,Basic,111.19412442042989
Fariq Goswami,11,Female,India,Uttar Pradesh,Siwan,Network engineer,High,Middle,Intermediate,Algebra,86.35185065925478,3.3563326755178386,Material_25,Medium,100.69597545500207
Kamya Choudhry,18,Male,India,Haryana,Rampur,Health promotion specialist,Low,High,Advanced,Calculus,83.0904773723056,2.8027840162927924,Material_9,Hard,63.48133648416836
Tarak Dora,16,Male,India,West Bengal,Kollam,Research scientist (medical),Medium,High,Advanced,Calculus,74.17755802447985,4.775686050605988,Material_48,Hard,112.93699578791622
Sarthak Varty,7,Female,India,Maharashtra,Bhagalpur,Financial controller,Low,Elementary,Beginner,Reading Comprehension,71.82577062892504,0.8327346848997517,Material_7,Basic,96.56703532447938
Abha Chowdhury,15,Female,India,Karnataka,Noida,"Producer, television/film/video",Low,High,Advanced,Advanced Writing,61.27359715232821,1.0545748791738534,Material_46,Hard,106.20705434995739
Christopher Dugar,15,Female,India,Assam,Burhanpur,Tree surgeon,Medium,High,Advanced,Physics,92.1956443560007,2.1443521873671165,Material_36,Hard,104.4437462930345
Nathan Bali,5,Female,India,Kerala,Srinagar,Passenger transport manager,High,Elementary,Beginner,Intro to Science,53.61990768265117,1.8924578096944662,Material_18,Basic,70.86566446024311
Vedika Rao,14,Female,India,West Bengal,Bahraich,Solicitor,Medium,Middle,Intermediate,English Literature,91.58725076881923,1.3434143372277276,Material_8,Medium,115.31131349248452
Hamsini Kumar,12,Male,India,Goa,Bhagalpur,Patent examiner,Medium,Middle,Intermediate,English Literature,47.6615740737635,2.4927740406672387,Material_26,Medium,101.874029626495
Vedant Kumer,13,Male,India,Andhra Pradesh,Srikakulam,Dietitian,Low,Middle,Intermediate,Algebra,62.32136150703144,2.7323713495214577,Material_27,Medium,124.84780698736135
Gautam Ganguly,16,Female,India,Goa,North Dumdum,Learning disability nurse,High,High,Advanced,Calculus,67.5141802257438,0.8187489312289662,Material_28,Hard,96.76724884179245
Advay Mutti,17,Female,India,Arunachal Pradesh,Morbi,"Engineer, chemical",High,High,Advanced,Physics,82.33280610191343,1.3742191230273193,Material_38,Hard,116.48208209577211
Eshana Naik,14,Female,India,Punjab,Dharmavaram,Occupational hygienist,Low,Middle,Intermediate,Earth Science,74.5430505796677,3.834460578941984,Material_10,Medium,85.20408351266386
Vanya Naik,15,Female,India,Maharashtra,Nagercoil,"Designer, exhibition/display",Low,High,Advanced,Advanced Writing,61.127144762798416,4.679090739291647,Material_42,Hard,86.43186006031999
Krisha Pillay,6,Female,India,Maharashtra,Bhopal,Games developer,Medium,Elementary,Beginner,Math Basics,64.58793513378833,4.162576309123528,Material_29,Basic,77.06307879901955
Tara Pandya,17,Female,India,Rajasthan,Barasat,"Copywriter, advertising",Medium,High,Advanced,Advanced Writing,39.78574322492969,3.3694514480845776,Material_6,Hard,72.10223726814978
Amruta Pandya,14,Female,India,Tripura,Agartala,Archaeologist,Low,Middle,Intermediate,English Literature,61.610815079997465,1.0329364478496663,Material_6,Medium,104.93234563977511
Varsha Suri,13,Male,India,Chhattisgarh,Tadepalligudem,"Designer, jewellery",Medium,Middle,Intermediate,English Literature,90.10552191895016,4.431723049596476,Material_7,Medium,117.18916820845713
Gagan Kumer,7,Male,India,Arunachal Pradesh,Sangli-Miraj & Kupwad,Purchasing manager,High,Elementary,Beginner,Intro to Science,86.97224124268581,2.8140772137863137,Material_49,Basic,89.95244133960092
Abeer Lala,11,Female,India,Rajasthan,Anantapuram,Adult nurse,Low,Middle,Intermediate,English Literature,57.683507395532956,1.3796261580341842,Material_23,Medium,97.20921592891385
Qarin Bakshi,6,Female,India,Uttar Pradesh,South Dumdum,"Engineer, maintenance (IT)",Low,Elementary,Beginner,Intro to Science,58.33734313743583,0.8666217269704234,Material_32,Basic,87.81952537787231
