Name,Age,Gender,Country,State,City,Parent Occupation,Earning Class,Level of Student,Level of Course,Course Name,Assessment Score,Time Spent per Day,Material Name,Material Level,IQ of Student,Original IQ,Original Assessment Score
Kai Gade,9,Male,India,Himachal Pradesh,Tiruvottiyur,Broadcast presenter,High,Elementary,Beginner,Reading Comprehension,-0.911991150231601,0.5975717302497633,Material_7,Basic,1.1681183526479353,119.34771347046636,55.648535061919546
Vrinda Khare,16,Female,India,Odisha,Patiala,Sports development officer,Low,High,Advanced,Physics,0.05990701420992812,-1.0780377452090772,Material_22,Hard,-1.6427217492303032,72.91431194531071,71.39699563714035
Ira Panchal,8,Female,India,Odisha,Bhilai,Optometrist,Low,Elementary,Beginner,Math Basics,0.7174495199835517,-0.06255989696155102,Material_11,Basic,-0.1685380115730855,97.26694778779505,82.05169446009589
Damyanti Brahmbhatt,14,Male,India,Kerala,Bhalswa Jahangir Pur,Financial manager,Medium,Middle,Intermediate,Algebra,-0.9881259085280647,-0.8075655528148238,Material_38,Medium,-0.36078471301498677,94.09114697508656,54.414861326024806
Janani Varty,6,Male,India,Haryana,Surat,Speech and language therapist,High,Elementary,Beginner,Math Basics,0.956448952203915,0.16084311300233423,Material_12,Basic,2.514832217974328,141.59462307105508,85.92439766453639
Devika Kade,18,Female,India,Kerala,Tiruvottiyur,Financial trader,Low,High,Advanced,Physics,1.4343908969450394,-0.7496187907348224,Material_46,Hard,-0.764227009518879,87.42652093204755,93.6688817569876
Libni Mallick,15,Female,India,Punjab,Aurangabad,Air traffic controller,Medium,High,Advanced,Advanced Writing,-1.0903715394150648,-1.2698453925056132,Material_19,Hard,0.1650553114438637,102.77771046099244,52.75809177348865
Ekapad Taneja,7,Male,India,Kerala,Guna,Retail manager,Low,Elementary,Beginner,Math Basics,-0.7018396744647355,0.05407991512779146,Material_17,Basic,-0.19829393650219643,96.77539766046388,59.05379124206748
Bhavna Virk,12,Male,India,Odisha,Bardhaman,Museum/gallery exhibitions officer,High,Middle,Intermediate,English Literature,-0.47863307589320114,1.047412334791996,Material_1,Medium,-0.08564169960666981,98.6363454052259,62.67059025079163
Ranbir Dani,7,Male,India,Chhattisgarh,Yamunanagar,Fashion designer,High,Elementary,Beginner,Math Basics,0.2169871255904875,-1.104826054927964,Material_20,Basic,-0.28097930400007015,95.40948471980307,73.94229310938067
Kavya Choudhary,17,Male,India,Tripura,Vijayanagaram,Economist,High,High,Advanced,Physics,0.6105103687149567,1.1975051914119852,Material_16,Hard,0.10232256677828988,101.74140294571072,80.31887195942909
Hema Nagi,11,Female,India,Chhattisgarh,Machilipatnam,"Engineer, structural",Medium,Middle,Intermediate,English Literature,0.4252959519737589,-1.4836236779233059,Material_6,Medium,0.16814995420761994,102.82883211317407,77.31769133502968
Omaja Sur,15,Female,India,Bihar,Bellary,Artist,Medium,High,Advanced,Physics,-1.3748710143675988,-0.5938039896516909,Material_3,Hard,0.14744803862728587,102.48684881862836,48.14811417615927
Girik Bahri,13,Female,India,Meghalaya,South Dumdum,Equities trader,Medium,Middle,Intermediate,Earth Science,-0.035734271471249406,-0.10794194054146444,Material_50,Medium,-0.2018761043905405,96.7162223840834,69.8472416896381
Ayushman Dayal,15,Female,India,Tamil Nadu,Kochi,"Journalist, newspaper",Low,High,Advanced,Calculus,1.8251085908971518,-0.7657439858591906,Material_40,Hard,3.8994992303972738,164.46849601868726,100.0
Nitesh Dhaliwal,17,Female,India,Sikkim,Barasat,Claims inspector/assessor,Low,High,Advanced,Calculus,-0.48561140863807534,1.0640298915581943,Material_33,Hard,-0.5531046856575801,90.91413576585651,62.55751461989303
Amrita Chhabra,12,Female,India,Arunachal Pradesh,Muzaffarnagar,"Engineer, civil (consulting)",Medium,Middle,Intermediate,English Literature,1.0798155458935952,1.4916981529342073,Material_9,Medium,-0.811349153676048,86.64809122382117,87.92340744570785
Imaran Taneja,13,Male,India,Kerala,Chapra,Public librarian,Medium,Middle,Intermediate,English Literature,1.2513201354410974,1.2190241232085783,Material_8,Medium,1.5372297817487184,125.4452140659318,90.70243653103417
Bishakha Lad,5,Male,India,Uttarakhand,Narasaraopet,Landscape architect,Low,Elementary,Beginner,Math Basics,-1.5103765060217977,-1.2246337841873476,Material_49,Basic,-1.8915327000557864,68.80410347923132,45.95240790659521
Anvi Barman,6,Female,India,Arunachal Pradesh,Bongaigaon,Sub,Medium,Elementary,Beginner,Math Basics,-0.49883092860888817,-1.0409677323150759,Material_8,Basic,-0.6426896620107525,89.434245403239,62.34330792962387
Rushil Bhat,11,Male,India,Telangana,Hyderabad,Building surveyor,Low,Middle,Intermediate,Algebra,-2.690884053650891,0.8257150910175554,Material_26,Medium,-1.330346900345495,78.07455808486733,26.82367893809242
Harita Gade,13,Female,India,Gujarat,Bhilai,"Teacher, music",Low,Middle,Intermediate,Earth Science,0.4013441691460973,0.9893567694954253,Material_12,Medium,0.48207813612281153,108.01473838766825,76.929581015072
Jasmit Deep,9,Female,India,Himachal Pradesh,Baranagar,Publishing rights manager,Low,Elementary,Beginner,Reading Comprehension,0.49944422248478215,-1.2067652974479561,Material_45,Basic,0.6135278619870501,110.18620943554012,78.51917638519916
Harini Kohli,13,Male,India,West Bengal,Berhampur,"Psychotherapist, dance movement",Low,Middle,Intermediate,Algebra,0.6145850934299519,-0.9634032828263387,Material_45,Medium,0.11243980062866044,101.90853361293873,80.38489805545105
Gaurika Mitter,10,Male,India,Sikkim,Satara,Patent examiner,Low,Elementary,Beginner,Reading Comprehension,-0.01579932532940315,0.8080904753052283,Material_19,Basic,0.7150727422171435,111.86367027488032,70.17026392063944
Tripti Vaidya,10,Male,India,Assam,Saharanpur,Colour technologist,Medium,Elementary,Beginner,Intro to Science,-0.3572297136710023,0.569591039898777,Material_33,Basic,-2.1190019106858253,65.04644782861746,64.63778818737192
Idika Dixit,15,Female,India,Bihar,Anantapur,Volunteer coordinator,Medium,High,Advanced,Advanced Writing,0.07079856201932118,0.9667386986973073,Material_40,Hard,-0.1903528567564167,96.90657956018585,71.57348029114515
Janani Aurora,15,Male,India,Jharkhand,Raiganj,Outdoor activities/education manager,Low,High,Advanced,Advanced Writing,0.3219340331773327,-0.9794232073094759,Material_20,Hard,0.39316396435432005,106.5459293165851,75.64283365682833
Pushti Puri,17,Female,India,Odisha,Gangtok,"Engineer, materials",High,High,Advanced,Calculus,1.6666444395370406,0.49125430026036543,Material_3,Hard,-0.3880685937275523,93.64043354338176,97.43227579639012
Ekansh Bali,11,Female,India,Goa,Kurnool,Paramedic,Low,Middle,Intermediate,Algebra,-2.0641084775169394,0.4680714789875739,Material_30,Medium,-0.8531987409835261,85.95676100912425,36.97983604528148
Hritik Sodhi,7,Male,India,Himachal Pradesh,Bathinda,Electronics engineer,Medium,Elementary,Beginner,Intro to Science,0.13102844520860044,-1.0229863913792314,Material_29,Basic,-0.6052221562158452,90.05318624571471,72.54943433196954
Widisha Kapur,8,Female,India,Assam,Bathinda,Chiropractor,High,Elementary,Beginner,Math Basics,-2.0646333172427607,-0.8615168344065833,Material_23,Basic,-0.9551852821881476,84.27200419398146,36.97133163809891
Gabriel Pant,7,Male,India,Nagaland,Gopalpur,Seismic interpreter,Medium,Elementary,Beginner,Math Basics,0.23189287386542634,-1.2230668216022178,Material_17,Basic,-0.36195856101452767,94.07175570645632,74.18382313550941
Brinda Sami,11,Female,India,Kerala,Surat,"Psychologist, educational",Low,Middle,Intermediate,Earth Science,-0.5447350869472485,0.3172911518828849,Material_46,Medium,-0.84872745772205,86.03062394101927,61.59948532116595
Suhani Kaul,10,Male,India,Kerala,Hazaribagh,"Surveyor, planning and development",Medium,Elementary,Beginner,Math Basics,-0.42475695225965676,0.9310784543024382,Material_9,Basic,-0.2914978380790733,95.2357248122153,63.54358913074748
Zaid Solanki,14,Male,India,Tamil Nadu,Bidar,Fish farm manager,Medium,Middle,Intermediate,Algebra,1.1291774554292215,0.7504309882370233,Material_41,Medium,-1.2397959471209588,79.57040580909431,88.72325882384696
Libni Rajagopal,14,Male,India,Haryana,Allahabad,"Designer, blown glass/stained glass",Low,Middle,Intermediate,Earth Science,-0.35014238979514717,0.8742780697002073,Material_19,Medium,-1.2447685596968794,79.48826121601964,64.75262989067616
Yadavi Korpal,5,Female,India,Odisha,Sonipat,Personal assistant,Low,Elementary,Beginner,Math Basics,3.8427029428059436,0.7236405065252377,Material_24,Basic,0.3648197170281652,106.07769926104255,132.69273085424717
Varenya Acharya,5,Male,India,West Bengal,Amravati,Data processing manager,High,Elementary,Beginner,Intro to Science,0.2716701099621192,1.5677053098487064,Material_13,Basic,0.14592462672397322,102.46168296285896,74.82836621355914
Samarth Gara,17,Male,India,Meghalaya,Bangalore,IT consultant,High,High,Advanced,Advanced Writing,0.22305732473379192,-0.9636931137378136,Material_48,Hard,0.10951976945459001,101.86029644004476,74.0406535090497
Yashoda Mitra,16,Female,India,Mizoram,Bhubaneswar,Farm manager,Low,High,Advanced,Advanced Writing,0.519844131651018,0.3739341596255013,Material_30,Hard,-1.662739277361323,72.58363432311953,78.84973279223503
Balvan Vyas,6,Female,India,Tamil Nadu,Visakhapatnam,Hydrogeologist,Medium,Elementary,Beginner,Math Basics,0.8100784952705213,0.9707955648794002,Material_23,Basic,-0.14397268750543019,97.67275228562714,83.55263747943802
Yasti Kohli,6,Male,India,Sikkim,Delhi,"Teacher, primary school",Low,Elementary,Beginner,Reading Comprehension,-0.5766412757670474,0.40919346705525894,Material_36,Basic,-0.29143633611453723,95.23674078797713,61.08248325745397
Tamanna Wali,17,Female,India,Madhya Pradesh,Gwalior,Senior tax professional/tax inspector,High,High,Advanced,Physics,0.5848463277729999,0.8047216109875693,Material_13,Hard,-0.4366210732762696,92.83837554783052,79.90301652131588
Nicholas Prabhakar,7,Male,India,Rajasthan,Ranchi,Oncologist,High,Elementary,Beginner,Math Basics,0.9765050117373688,-0.9778161367619642,Material_28,Basic,0.9682847939044718,116.04658230148392,86.24938239484337
Liam Dixit,14,Male,India,Maharashtra,Bhusawal,"Psychologist, prison and probation services",Low,Middle,Intermediate,Algebra,-0.7365802946891286,0.5963344214778764,Material_7,Medium,-0.6310202815671637,89.62701660617043,58.49086056889664
Lopa Pant,8,Male,India,Haryana,Khammam,"Scientist, product/process development",Medium,Elementary,Beginner,Reading Comprehension,-0.542875656604905,-0.1546201715650315,Material_49,Basic,0.22784834010271204,103.8150138318774,61.62961519125948
Anika Ramanathan,10,Male,India,Haryana,Vijayawada,Tax adviser,Low,Elementary,Beginner,Reading Comprehension,-0.7048733211215664,0.25194708545307404,Material_8,Basic,1.1750382922371618,119.46202674401816,59.00463458499971
Upasna Din,15,Female,India,Manipur,Nizamabad,Medical illustrator,High,High,Advanced,Physics,-0.019966616610435466,-0.6592135392428943,Material_44,Hard,0.8770312977536412,114.53912898725434,70.10273789286624
Saumya Dutta,10,Female,India,Maharashtra,Guntur,Cabin crew,Low,Elementary,Beginner,Intro to Science,0.21274947611705045,-0.8849195870454436,Material_2,Basic,-1.6290272822194718,73.14053637015866,73.8736270102916
Jagrati Nagi,18,Female,India,Assam,Mumbai,"Engineer, technical sales",Medium,High,Advanced,Calculus,-1.0156627436670522,-1.0482493752652482,Material_21,Hard,1.1994353171514085,119.86505104024386,53.968659472354375
Umang Barad,16,Male,India,Chhattisgarh,Malegaon,Magazine features editor,High,High,Advanced,Advanced Writing,0.8784475833762702,1.6117078970327083,Material_49,Hard,-1.4077422588181745,76.79603293726328,84.6604777120779
Charita Ramanathan,10,Male,India,Karnataka,Baranagar,"Designer, blown glass/stained glass",Low,Elementary,Beginner,Math Basics,1.8251085908971518,-1.3085178549105272,Material_30,Basic,0.05252877352220794,100.91883918828628,100.0
Maanav Andra,12,Female,India,Punjab,Tirupati,Press sub,Low,Middle,Intermediate,Earth Science,-0.0662154699677596,0.13071498998072364,Material_49,Medium,0.8800338924626178,114.58873006048724,69.35332990919595
Wyatt Balasubramanian,13,Male,India,Haryana,Jalna,Advertising art director,Low,Middle,Intermediate,Algebra,0.27419766945713636,-0.29742571308672816,Material_28,Medium,0.5842796960123242,109.70304718320448,74.86932232657091
Chakrika Jhaveri,13,Female,India,Himachal Pradesh,Kirari Suleman Nagar,Arts development officer,Low,Middle,Intermediate,Earth Science,3.7428244123621206,0.2829764398939471,Material_43,Medium,3.7714200891793572,162.35270501826903,131.0743173655157
Chakradhar Sabharwal,14,Female,India,Telangana,Singrauli,Facilities manager,Low,Middle,Intermediate,Algebra,-0.042235222067692035,-0.6919221081536359,Material_23,Medium,1.1233312811681757,118.60785776975756,69.74190147199465
Meghana Roy,7,Female,India,Maharashtra,Ghaziabad,"Engineer, electrical",High,Elementary,Beginner,Math Basics,-0.18263020315348977,-0.056327965461682256,Material_11,Basic,-0.7953019973416897,86.91318067267039,67.46696680755988
Yuvraj Kala,6,Female,India,Manipur,Kolkata,"Pharmacist, hospital",High,Elementary,Beginner,Reading Comprehension,1.1774969289419384,1.1723332936893065,Material_2,Basic,0.5012446039355178,108.33135700114671,89.50621875881886
Girindra Chakraborty,7,Male,India,Sikkim,Ballia,IT trainer,High,Elementary,Beginner,Reading Comprehension,0.22564407217780222,1.6062464056814034,Material_24,Basic,-1.207349146767808,80.10640759304412,74.08256869279064
Dalaja Biswas,14,Male,India,Himachal Pradesh,Chittoor,Computer games developer,Low,Middle,Intermediate,Algebra,-2.9497568021698366,1.5832018299582247,Material_4,Medium,-0.43052653989138673,92.93905360332704,22.628952141389085
Januja Sachdev,7,Male,India,Bihar,Thiruvananthapuram,Counsellor,Low,Elementary,Beginner,Reading Comprehension,-0.28667422645909907,-0.6377066752791307,Material_4,Basic,0.5588263680523919,109.28257339085846,65.78105643231262
Benjamin Bajaj,16,Male,India,Rajasthan,Madhyamgram,Biomedical scientist,High,High,Advanced,Physics,0.30267267911050477,-0.5987176330290122,Material_11,Hard,0.9830809620807289,116.2910061723056,75.33072618894242
Balendra Dayal,10,Female,India,Karnataka,Sri Ganganagar,Electrical engineer,Medium,Elementary,Beginner,Intro to Science,-0.4681712563982027,0.1444909461243312,Material_50,Basic,-2.442405819116607,59.70400820534014,62.84011166557559
Odika Biswas,10,Female,India,Meghalaya,Panvel,Health visitor,Medium,Elementary,Beginner,Intro to Science,-1.4429145996009778,1.1284152879954095,Material_1,Basic,0.6017570880524724,109.9917632726293,47.04554833268914
Ishanvi Sachar,17,Male,India,Meghalaya,Dhanbad,Dramatherapist,High,High,Advanced,Advanced Writing,-0.969954349868375,1.5231978582891665,Material_27,Hard,-0.5313284625200437,91.27386598031124,54.70930994792016
Gaurika Nagarajan,8,Male,India,Arunachal Pradesh,Ludhiana,"Engineer, chemical",High,Elementary,Beginner,Reading Comprehension,-1.3876964640914349,-0.42044291734633527,Material_22,Basic,-0.5048091950239351,91.71194845785132,47.9402929282908
Yamini Rau,13,Male,India,Assam,Shivpuri,"Editor, commissioning",Low,Middle,Intermediate,English Literature,-0.9382344088118021,-0.12180912513528117,Material_43,Medium,0.4674980282955913,107.77388370491023,55.22329408684979
Baghyawati Sane,18,Female,India,Kerala,Tezpur,Forensic psychologist,Medium,High,Advanced,Physics,-0.5637550272530594,-1.4900298628055557,Material_27,Hard,-0.18572623821054032,96.98300853830554,61.29128967782791
Abhiram Deshpande,17,Male,India,Haryana,Gangtok,Orthoptist,Medium,High,Advanced,Physics,0.3006694713876287,1.33009937846605,Material_35,Hard,-1.8740589720005103,69.092759041812,75.29826657640079
Sneha Dayal,11,Female,India,Karnataka,Aurangabad,Applications developer,Medium,Middle,Intermediate,English Literature,-0.09660533411502586,1.1512787496014656,Material_34,Medium,0.37879224443780474,106.30851707778692,68.86089809388889
Samesh Narasimhan,13,Male,India,Haryana,Bulandshahr,Electrical engineer,Medium,Middle,Intermediate,Earth Science,0.3237079273821042,0.7589310975112041,Material_24,Medium,0.21658835931411588,103.62900566699706,75.67157751495107
Chandresh Hegde,11,Female,India,Sikkim,Amaravati,Make,Low,Middle,Intermediate,English Literature,0.7392643832018917,1.611215213233778,Material_21,Medium,1.2043589605110585,119.94638669108096,82.405178524494
Diya Chana,14,Male,India,Maharashtra,Sri Ganganagar,Public relations officer,High,Middle,Intermediate,Earth Science,0.8970792943067116,-1.2891409140108667,Material_22,Medium,0.0802433940745062,101.37666818516244,84.96238255743336
Abdul Tella,8,Female,India,Tripura,Yamunanagar,"Nurse, mental health",High,Elementary,Beginner,Intro to Science,-1.2037707028197782,-0.12509015465838888,Material_46,Basic,-0.36375750393217016,94.04203824271303,50.92059241452203
Pooja Sinha,5,Male,India,Karnataka,Patna,Animal nutritionist,Low,Elementary,Beginner,Reading Comprehension,1.456180615511884,-0.659703589374334,Material_26,Basic,1.0965252086814914,118.16503744488212,94.02195838203946
Kashish Baral,9,Female,India,Manipur,Panipat,Trade union research officer,High,Elementary,Beginner,Intro to Science,-0.42637024960386605,-0.42772935885837193,Material_48,Basic,-0.1881867051361222,96.94236309261883,63.51744755485924
Janani Vala,16,Male,India,Gujarat,Shivpuri,Primary school teacher,Medium,High,Advanced,Advanced Writing,-1.0546657409234246,1.1827080144198086,Material_9,Hard,-1.3140746415810662,78.34336609156436,53.33666201924633
Bimala Kota,5,Male,India,Sikkim,Thanjavur,Armed forces technical officer,Medium,Elementary,Beginner,Math Basics,-1.0982269921821812,-3.7285746398295907,Material_45,Basic,0.05629972876349727,100.98113311910618,52.63080344974279
Omya Kaul,17,Male,India,Madhya Pradesh,Deoghar,"Optician, dispensing",High,High,Advanced,Calculus,-1.1289497086845475,-1.2587700424078987,Material_46,Hard,0.32477273329118533,105.41614698189014,52.13297815558842
Baghyawati Karpe,11,Male,India,Gujarat,Indore,"Geologist, engineering",Low,Middle,Intermediate,Algebra,0.24348293373082305,-1.1755366987369003,Material_23,Medium,0.10077108777647538,101.715773438219,74.37162635145594
Orinder Mangal,18,Female,India,Punjab,Kota,Counsellor,Medium,High,Advanced,Advanced Writing,0.5898064194777267,-1.1258755725618903,Material_36,Hard,-1.3780282605858512,77.28689046057714,79.98338894254198
Vanya Datta,16,Male,India,Goa,Kottayam,Public relations officer,Medium,High,Advanced,Physics,1.8251085908971518,0.2702499851919712,Material_37,Hard,1.0843559790890094,117.96400903222288,100.0
Raksha Jain,15,Female,India,Punjab,Gulbarga,General practice doctor,High,High,Advanced,Calculus,-1.418124445172269,-1.1164735369006302,Material_49,Hard,-1.4383437380312047,76.29051475762266,47.44724347314502
Liam Sem,18,Female,India,Gujarat,Nanded,"Designer, blown glass/stained glass",High,High,Advanced,Calculus,-0.6962370814793182,0.6257622640988925,Material_14,Hard,1.2223188951850092,120.24307409692943,59.14457463684892
Gautam Narula,5,Female,India,Manipur,Uluberia,Ergonomist,High,Elementary,Beginner,Math Basics,1.8251085908971518,0.009752515519390548,Material_36,Basic,0.30674674862771195,105.11836846962042,100.0
Yashoda Chowdhury,10,Male,India,Punjab,Loni,"Psychologist, forensic",Medium,Elementary,Beginner,Intro to Science,-0.9346432646727781,-0.7288243141231252,Material_23,Basic,-0.37626491804503487,93.83542322353924,55.28148433142737
Henry Mahal,5,Female,India,Mizoram,Amritsar,Further education lecturer,Low,Elementary,Beginner,Math Basics,-0.0358205150994009,0.8140977244211751,Material_35,Basic,0.6745418684082103,111.19412442042989,69.845844213619
Fariq Goswami,11,Female,India,Uttar Pradesh,Siwan,Network engineer,High,Middle,Intermediate,Algebra,0.9828287230372313,0.4586419896453939,Material_25,Medium,0.03903774555110077,100.69597545500208,86.35185065925478
Kamya Choudhry,18,Male,India,Haryana,Rampur,Health promotion specialist,Low,High,Advanced,Calculus,0.7815568148399373,0.06137316730788434,Material_9,Hard,-2.2137457284201076,63.48133648416836,83.0904773723056
Tarak Dora,16,Male,India,West Bengal,Kollam,Research scientist (medical),Medium,High,Advanced,Calculus,0.2315062297308729,1.477278444462998,Material_48,Hard,0.7800463667054524,112.93699578791622,74.17755802447985
Sarthak Varty,7,Female,India,Maharashtra,Bhagalpur,Financial controller,Low,Elementary,Beginner,Reading Comprehension,0.08636837057447751,-1.3524847922163723,Material_7,Basic,-0.21090712421770283,96.56703532447938,71.82577062892504
Abha Chowdhury,15,Female,India,Karnataka,Noida,"Producer, television/film/video",Low,High,Advanced,Advanced Writing,-0.5648469011524393,-1.1932753148602593,Material_46,Hard,0.372650211012262,106.2070543499574,61.27359715232821
Christopher Dugar,15,Female,India,Assam,Burhanpur,Tree surgeon,Medium,High,Advanced,Physics,1.3434717420875366,-0.4111678332123471,Material_36,Hard,0.26590858029888953,104.4437462930345,92.1956443560007
Nathan Bali,5,Female,India,Kerala,Srinagar,Passenger transport manager,High,Elementary,Beginner,Intro to Science,-1.0371855599854651,-0.5919464894402364,Material_18,Basic,-1.7667363662193334,70.86566446024311,53.61990768265117
Vedika Rao,14,Female,India,West Bengal,Bahraich,Solicitor,Medium,Middle,Intermediate,English Literature,1.305925430318498,-0.9859820454549825,Material_8,Medium,0.923775389335519,115.31131349248452,91.58725076881925
Hamsini Kumar,12,Male,India,Goa,Bhagalpur,Patent examiner,Medium,Middle,Intermediate,English Literature,-1.404897278216503,-0.1611136834453283,Material_26,Medium,0.11035110616335964,101.874029626495,47.6615740737635
Vedant Kumer,13,Male,India,Andhra Pradesh,Srikakulam,Dietitian,Low,Middle,Intermediate,Algebra,-0.5001853268836758,0.01083965640560378,Material_27,Medium,1.5010658196344642,124.84780698736137,62.32136150703144
Gautam Ganguly,16,Female,India,Goa,North Dumdum,Learning disability nurse,High,High,Advanced,Calculus,-0.1797164812534485,-1.3625220378996585,Material_28,Hard,-0.19878722421217002,96.76724884179244,67.5141802257438
Advay Mutti,17,Female,India,Arunachal Pradesh,Morbi,"Engineer, chemical",High,High,Advanced,Physics,0.7347980022292068,-0.9638741769360784,Material_38,Hard,0.9946477189958371,116.48208209577211,82.33280610191343
Eshana Naik,14,Female,India,Punjab,Dharmavaram,Occupational hygienist,Low,Middle,Intermediate,Earth Science,0.254062183172001,0.8017831136541335,Material_10,Medium,-0.8987619782511215,85.20408351266386,74.5430505796677
Vanya Naik,15,Female,India,Maharashtra,Nagercoil,"Designer, exhibition/display",Low,High,Advanced,Advanced Writing,-0.5738850422381806,1.4079542668506877,Material_42,Hard,-0.8244386798723061,86.43186006031999,61.127144762798416
Krisha Pillay,6,Female,India,Maharashtra,Bhopal,Games developer,Medium,Elementary,Beginner,Math Basics,-0.36030633763931147,1.0372640375933604,Material_29,Basic,-1.3915766712753685,77.06307879901955,64.58793513378833
Tara Pandya,17,Female,India,Rajasthan,Barasat,"Copywriter, advertising",Medium,High,Advanced,Advanced Writing,-1.8909451372356518,0.46805702343013544,Material_6,Hard,-1.6918805873362552,72.10223726814978,39.78574322492969
Amruta Pandya,14,Female,India,Tripura,Agartala,Archaeologist,Low,Middle,Intermediate,English Literature,-0.5440358838880467,-1.2088047068768986,Material_6,Medium,0.29548588009731225,104.93234563977512,61.610815079997465
Varsha Suri,13,Male,India,Chhattisgarh,Tadepalligudem,"Designer, jewellery",Medium,Middle,Intermediate,English Literature,1.2144822354418057,1.2304243078636519,Material_7,Medium,1.037451087599782,117.18916820845712,90.10552191895016
Gagan Kumer,7,Male,India,Arunachal Pradesh,Sangli-Miraj & Kupwad,Purchasing manager,High,Elementary,Beginner,Intro to Science,1.0211154156567082,0.06947802890208822,Material_49,Basic,-0.6113207363944088,89.95244133960092,86.97224124268581
Abeer Lala,11,Female,India,Rajasthan,Anantapuram,Adult nurse,Low,Middle,Intermediate,English Literature,-0.7864051689046329,-0.9599936753871773,Material_23,Medium,-0.17203280236525637,97.20921592891384,57.68350739553296
Qarin Bakshi,6,Female,India,Uttar Pradesh,South Dumdum,"Engineer, maintenance (IT)",Low,Elementary,Beginner,Intro to Science,-0.7460544467266492,-1.328164861038571,Material_32,Basic,-0.7404365349842447,87.81952537787231,58.33734313743583
Kritika Lalla,10,Male,India,Goa,Bongaigaon,Veterinary surgeon,Medium,Elementary,Beginner,Intro to Science,0.8702072846421657,1.4037642562258403,Material_18,Basic,1.1838146911097698,119.60700761736076,84.52695341448171
Wahab Pathak,6,Male,India,Karnataka,Amritsar,Graphic designer,Low,Elementary,Beginner,Intro to Science,-1.0008632150289898,0.040809317001092436,Material_50,Basic,0.35708907706767756,105.94999370102444,54.20846833486242
Thomas Pillay,16,Female,India,Tripura,Mehsana,"Scientist, clinical (histocompatibility and immunogenetics)",Low,High,Advanced,Calculus,1.6416224493579121,-3.971948987455508,Material_14,Hard,1.9373715971935535,132.0553181309547,97.02682403172298
Chandresh Goda,14,Female,India,Karnataka,Kavali,"Scientist, audiological",High,Middle,Intermediate,Algebra,-0.7658803216856134,-0.29055647777294674,Material_34,Medium,-0.6654450998111577,89.05833914675686,58.01608827598652
Mitali Aurora,9,Female,India,Tamil Nadu,Tirunelveli,IT sales professional,Medium,Elementary,Beginner,Intro to Science,-0.27717235233177867,-0.9037959865593326,Material_35,Basic,-0.7947957864670548,86.92154297431203,65.93502306745984
Utkarsh Ray,9,Male,India,Maharashtra,Delhi,Insurance broker,Low,Elementary,Beginner,Math Basics,-0.9679906579779364,1.6370526955694076,Material_23,Basic,-0.9737246447255703,83.96574498551729,54.74112925312095
Chaitaly Date,12,Male,India,Kerala,Tadepalligudem,"Designer, jewellery",High,Middle,Intermediate,Earth Science,-0.9499548759520263,-0.18043671409142964,Material_1,Medium,-0.8245069603269686,86.43073210794535,55.0333777752092
Om Banerjee,14,Male,India,Chhattisgarh,Vellore,Building services engineer,Low,Middle,Intermediate,Algebra,-0.8961040934035052,0.28780308609281663,Material_18,Medium,-1.8000166745942807,70.31589362104727,55.90596603284573
Suhani Reddy,18,Male,India,Uttar Pradesh,Anantapuram,Community arts worker,High,High,Advanced,Calculus,-2.1030008703093417,0.36063337112678673,Material_7,Hard,-1.4861762990684768,75.50034938637438,36.34963080673254
Chaitaly Borde,18,Female,India,Tamil Nadu,Ichalkaranji,Clinical molecular geneticist,High,High,Advanced,Advanced Writing,0.2996417328625723,-0.8929092937784694,Material_38,Hard,0.522978733198457,108.69039184990646,75.28161328880786
Warda Sarkar,14,Male,India,Bihar,Baranagar,Barista,Low,Middle,Intermediate,English Literature,-0.25955982632766395,-0.8926939916126316,Material_16,Medium,-0.6178262666139243,89.84497386159855,66.22041322617594
Hredhaan Wason,16,Female,India,Tripura,Siliguri,Arts development officer,Medium,High,Advanced,Physics,0.18335933660748038,-0.898791772921622,Material_35,Hard,-0.6711857890464107,88.96350638550747,73.39739455065663
Falak Savant,8,Female,India,Telangana,Pudukkottai,"Teacher, secondary school",Low,Elementary,Beginner,Reading Comprehension,1.8251085908971518,-0.6317747968574653,Material_24,Basic,-0.28721038372856256,95.3065510001742,100.0
Reva D’Alia,18,Female,India,Tamil Nadu,Raichur,Insurance broker,Low,High,Advanced,Calculus,0.40188102730095193,-0.8552630165633038,Material_40,Hard,-0.0870899866301774,98.61242056765109,76.93828016668638
Guneet Pradhan,8,Male,India,Haryana,Ozhukarai,Rural practice surveyor,High,Elementary,Beginner,Math Basics,0.29123566334432804,-0.18631053353126406,Material_43,Basic,0.2213362309719463,103.70743767418617,75.14540287166328
Sneha Lalla,11,Female,India,Madhya Pradesh,Bhilai,Building control surveyor,Low,Middle,Intermediate,Algebra,0.38959028101415294,0.9568027749272783,Material_4,Medium,-0.8151696074454551,86.58497960684778,76.73912315577782
Saanvi Shere,9,Male,India,Manipur,Jehanabad,"Designer, ceramics/pottery",Medium,Elementary,Beginner,Reading Comprehension,0.07130022479639576,0.6261757225230775,Material_5,Basic,-1.091894489293892,82.01364965382638,71.58160914327787
Abhimanyu Ranganathan,7,Female,India,Arunachal Pradesh,Karawal Nagar,Pensions consultant,Low,Elementary,Beginner,Reading Comprehension,0.66587633597564,1.3968344992304877,Material_29,Basic,0.6714493539956942,111.14303792734096,81.21601199376063
